Symbol_HGNC	GenePanel
ETFDH	LEVER (AR);METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
ETHE1	BEWEGING (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
ETV6	BMF (AD);HEMOS (AD);OMIM (AD);TUMOR (AD)
EVC	CILIO (AD/AR);DERM (AD/AR);LENGTE (AR,AD);OMIM (AD,AR);PCS (AR)
EVC2	CILIO (AR);DERM (AR);LENGTE (AR,AD);OMIM (AD,AR);PCS (AR)
EWSR1	OMIM (UK,AD,AR,XL,YL)
EXOC6	IJZER (AR,AD)
EXOC6B	LENGTE (AR);OMIM (AR)
EXOC8	CILIO (AR)
EXOSC2	BLIND (AR);DOOF (AR);MR (AR);OMIM (AR);PCS (AR)
EXOSC3	BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)
EXOSC8	HMSN (AR);OMIM (AR);PCS (AR);SPIER (AR)
EXOSC9	MR (AR);OMIM (AR);PCS (AR)
EXPH5	DERM (AR);OMIM (AR);PCS (AR)
EXT1	LENGTE (AD);METAB (AR);OMIM (AD,AR);TUMOR (AD)
EXT2	LENGTE (AD);METAB (AR);OMIM (AD,AR);PCS (AR);TUMOR (AD)
EXTL3	CILIO (AR);IMMUUN (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
EYA1	BLIND (AD);CFA (AD);DOOF (AD);NIER (AD);OMIM (AD)
EYA4	DOOF (AD);HART (AD);OMIM (AD)
EYS	BLIND (AR);OMIM (AR);PCS (AR)
EZH2	CFA (AD);LENGTE (AD);MR (AD);OMIM (AD);TUMOR (AD)
F10	HEMOS (AR);OMIM (AR);PCS (AR)
F11	HEMOS (AD,AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
F12	HEMOS (AR);IMMUUN (AD);OMIM (AD,AR);PCS (AR)
F13A1	HEMOS (AD,AR);OMIM (AR);PCS (AR)
F13B	HEMOS (AR);OMIM (AR);PCS (AR)
F2	HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)
F2RL3	HEMOS (AD)
F5	HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)
F7	HEMOS (AR);OMIM (AR);PCS (AR)
F8	HEMOS (XL);OMIM (XLR)
F9	HEMOS (XL);OMIM (XLR)
FA2H	BEWEGING (AR);BLIND (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
FAAP24	IMMUUN (AR)
FADD	IMMUUN (AR);OMIM (AR);PCS (AR)
FAH	HART (AR);LEVER (AR);METAB (AR);NIER (AR);OMIM (AR);PCS (AR)
FAM111A	LENGTE (AD);OMIM (AD)
FAM111B	DERM (AD);OMIM (AD);SPIER (AD)
FAM126A	BEWEGING (AR);HMSN (AR);MR (AR);OMIM (AR);PCS (AR)
FAM161A	BLIND (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
FAM20A	CFA (AR);DERM (AR);NIER (AR);OMIM (AR);PCS (AR)
FAM20B	LENGTE (AR)
FAM20C	DERM (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
FAM83G	DERM (AR)
FAM83H	CFA (AR);DERM (AD);OMIM (AD)
FAM92A	OMIM (AR)
FAN1	NIER (AR);OMIM (AR);PCS (AR);TUMOR (AD)
FANCA	BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)
FANCB	BMF (XL);DERM (AR);OMIM (XLR);PCS (AR);TUMOR (AR)
FANCC	BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)
FANCD2	BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)
FANCE	BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)
FANCF	BMF (AR);DERM (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR);TUMOR (AR)
FANCG	BMF (AR);DERM (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR);TUMOR (AR)
FANCI	BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)
FANCL	BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)
FANCM	BMF (AR);DERM (AR);OMIM (AR);TUMOR (AR)
FAR1	BEWEGING (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
FARS2	BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
FARSB	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
FAS	IMMUUN (AD);OMIM (AD);TUMOR (AD)
FASLG	IMMUUN (AD,AR);OMIM (AD);TUMOR (AD)
FASTKD2	OMIM (UK,AD,AR,XL,YL);OXPHOS (AR);PCS (AR)
FAT1	NIER (AR)
FAT2	OMIM (AD)
FAT4	DERM (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR)
FBLN1	LENGTE (AD)
FBLN5	DERM (AD/AR);HMSN (AD/AR);OMIM (AD,AR);PCS (AR)
FBN1	ANEURYSM (AD);CHD (AD);HART (AD);HEMOS (AD);LENGTE (AD);OMIM (AD)
FBN2	AKI (AD);ANEURYSM (AD);HART (AD);LENGTE (AD);OMIM (AD)
FBP1	METAB (AR);OMIM (AR);PCS (AR)
FBXL3	MR (AR);OMIM (AR)
FBXL4	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
FBXO11	MR (AD);OMIM (AD)
FBXO31	MR (AR);OMIM (AR);PCS (AR)
FBXO32	HART (AD)
FBXO38	HMSN (AD);OMIM (AD)
FBXO7	BEWEGING (AR);OMIM (AR);PARK (AR);PCS (AR)
FBXW4	LENGTE (AD)
FCGR1A	IMMUUN (AR)
FCGR2A	HEMOS (AD);IMMUUN (AD,AR)
FCGR2B	HEMOS (AD);IMMUUN (AD)
FCGR2C	HEMOS (AD)
FCGR3A	IMMUUN (AR);OMIM (AR);PCS (AR)
FCGR3B	IMMUUN (AR);OMIM (UK,AD,AR,XL,YL)
FCN3	IMMUUN (AR);OMIM (AR);PCS (AR)
FCSK	METAB (AR);OMIM (AR)
FDCSP	ANEURYSM (AD)
FDFT1	METAB (AR);OMIM (AR)
FDPS	DERM (AD);OMIM (AD)
FDX2	OMIM (AR);OXPHOS (AR)
FDXR	OMIM (AR);OXPHOS (AR);PCS (AR)
FECH	DERM (AD/AR);IJZER (AR);LEVER (AR);METAB (AR);OMIM (AR);PCS (AR)
FERMT1	DERM (AR);OMIM (AR);PCS (AR)
FERMT3	HEMOS (AR);IMMUUN (AR);LENGTE (AR);OMIM (AR);PCS (AR)
FEZF1	HH (AR);OMIM (AR);PCS (AR)
FGA	HEMOS (AR,AD);OMIM (AD,AR);PCS (AR)
FGB	HEMOS (AR,AD);OMIM (AR);PCS (AR)
FGD1	CFA (XL);EPI (XL);LENGTE (XLR);MR (XL);OMIM (XLR)
FGD4	HMSN (AR);OMIM (AR);PCS (AR)
FGF10	CFA (AD);DERM (AD);LENGTE (AD);OMIM (AD)
FGF12	EPI (AD);HART (AD);MR (AD);OMIM (AD)
FGF14	BEWEGING (AD);MR (AD);OMIM (AD)
FGF16	OMIM (XLR)
FGF17	HH (AD);OMIM (AD)
FGF20	OMIM (AR);PCS (AR)
FGF23	DERM (AD/AR);LENGTE (AD,AR);NIER (AD);OMIM (AD);PCS (AR)
FGF3	CFA (AR);DERM (AR);DOOF (AR);OMIM (AR);PCS (AR)
FGF5	DERM (AR);OMIM (AR)
FGF8	CFA (AD);DERM (AD);HH (AR);LENGTE (AD);OMIM (AD)
FGF9	CFA (AD);LENGTE (AD);OMIM (AD)
FGFR1	CFA (AD);DERM (AD);HH (AD);LENGTE (AD);MR (AD);OMIM (AD)
FGFR2	CFA (AD);DERM (AD);DSD (AD);LENGTE (AD);MR (AD);OMIM (AD)
FGFR3	CFA (AD);DERM (AD);LENGTE (AD);MR (AD);OMIM (AD,AR)
FGG	HEMOS (AR,AD);OMIM (AR);PCS (AR)
FH	DERM (AD);LEVER (AR);METAB (AR);MR (AR);OMIM (AD,AR);OXPHOS (AR);PCS (AR);TUMOR (AD,AR)
FHL1	HART (XL);OMIM (XL);SPIER (XL)
FHL2	HART (AD)
FHOD3	HART (AD)
FIBP	MR (AR);OMIM (AR);PCS (AR)
FIG4	ALS (AD);HMSN (AR);LENGTE (AD,AR);OMIM (AD,AR);PCS (AR)
FIGLA	OMIM (AD)
FIGN	MR (AD)
FITM2	OMIM (AR)
FKBP10	DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)
FKBP14	DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR);SPIER (AR)
FKRP	AKI (AR);HART (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
FKTN	HART (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
FLAD1	METAB (AR);OMIM (AR);PCS (AR)
FLCN	DERM (AD);OMIM (AD);TUMOR (AD)
FLG	DERM (AD/AR);OMIM (AD);PCS (AR)
FLG2	DERM (AR);OMIM (AR)
FLI1	HEMOS (AR/AD);OMIM (AD,AR)
FLNA	ANEURYSM (XLD);EPI (XL);HART (XL);HEMOS (XL);LENGTE (XLR,XLD);MR (XL);OMIM (XL)
FLNB	LENGTE (AD,AR);OMIM (AD,AR);PCS (AR)
FLNC	HART (AD);OMIM (AD);SPIER (AD)
FLRT3	HH (AD);OMIM (AD)
FLT1	ANEURYSM (AD)
FLT3	OMIM (UK,AD,AR,XL,YL)
FLT4	CHD (AD);DERM (AD/AR);HART (AD);OMIM (AD)
FLVCR1	BEWEGING (AR);BLIND (AR);HMSN (AR);MR (AR);OMIM (AR);PCS (AR)
FLVCR2	AKI (AR);MR (AR);OMIM (AR);PCS (AR)
FMN1	LENGTE (AR)
FMN2	MR (AR);OMIM (AR);PCS (AR)
FMO3	METAB (AR);OMIM (AR);PCS (AR)
FMR1	MR (XL);OMIM (XL)
FN1	LENGTE (AD);NIER (AD);OMIM (AD)
FNIP1	DERM (AD)
FOLR1	BEWEGING (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
FOXC1	BLIND (AD);CFA (AD,AR);OMIM (AD)
FOXC2	CHD (AD);DERM (AD);HART (AD);NIER (AD);OMIM (AD)
FOXD4	HART (AD)
FOXE1	CFA (AR);DERM (AR);OMIM (AR);PCS (AR)
FOXE3	ANEURYSM (AD);BLIND (AD);HART (AD);OMIM (AR);PCS (AR)
FOXF1	OMIM (AD)
FOXF2	DOOF (AR)
FOXG1	EPI (AD);MR (AD);OMIM (AD)
FOXH1	CHD (AD);HART (AD)
FOXI1	DOOF (AR,AD);NIER (AR);OMIM (AR);PCS (AR)
FOXL1	CHD (AD);HART (AD)
FOXL2	DSD (AD);OMIM (AD)
FOXN1	DERM (AR);IMMUUN (AR,AD);OMIM (AR);PCS (AR);SCID (AR,AD)
FOXO1	OMIM (UK,AD,AR,XL,YL)
FOXP1	MR (AD);OMIM (AD)
FOXP2	MR (AD);OMIM (AD)
FOXP3	DERM (XL);IMMUUN (XL);OMIM (XLR)
FOXRED1	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
FPR1	IMMUUN (AR)
FRAS1	DSD (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
FREM1	BLIND (AR);DERM (AD/AR);NIER (AR);OMIM (AD,AR);PCS (AR)
FREM2	DSD (AR);NIER (AR);OMIM (AR);PCS (AR)
FRMD4A	MR (AR);OMIM (AR);PCS (AR)
FRMD7	BEWEGING (XL);BLIND (XL);OMIM (XL)
FRMPD4	EPI (XL);MR (XL);OMIM (XL)
FRRS1L	EPI (AR);MR (AR);OMIM (AR);PCS (AR)
FSCN2	OMIM (UK,AD,AR,XL,YL)
FSHB	HH (AR);OMIM (AR);PCS (AR)
FSHR	OMIM (AD,AR);PCS (AR)
FSIP2	OMIM (AR)
FTCD	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
FTH1	IJZER (AR,AD);OMIM (AD)
FTL	BEWEGING (AD);BLIND (AD);IJZER (AD,AD,AR);OMIM (AD,AR);OXPHOS (AR);PARK (AD)
FTO	MR (AR);OMIM (AR);PCS (AR)
FTSJ1	MR (XL);OMIM (XLR)
FUCA1	DERM (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
FUS	ALS (AD);OMIM (AD)
FUT2	METAB (AR)
FUT6	METAB (AR);OMIM (UK,AD,AR,XL,YL)
FUT8	MR (AR);OMIM (AR);PCS (AR)
FUZ	CILIO (AD);LENGTE (AR)
FXN	IJZER (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
FXYD2	EPI (AD);NIER (AD);OMIM (AD)
FYB1	HEMOS (AR);OMIM (AR)
FYCO1	BLIND (AR);OMIM (AR);PCS (AR)
FZD1	ANEURYSM (AD)
FZD2	LENGTE (AD);OMIM (AD)
FZD4	BLIND (AD);OMIM (AD)
FZD6	DERM (AR);OMIM (AR);PCS (AR)
G6PC	IMMUUN (AR);METAB (AR);NIER (AR);OMIM (AR);PCS (AR)
G6PC3	BMF (AR);IMMUUN (AR);METAB (AR);OMIM (AR);PCS (AR);TUMOR (AR)
G6PD	IMMUUN (XL);METAB (XL);OMIM (XLD)
GAA	HART (AR);METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
GAB1	DOOF (AR);OMIM (AR);PCS (AR)
GABBR2	MR (AD);OMIM (AD)
GABRA1	EPI (AD);MR (AD);OMIM (AD)
GABRA2	OMIM (AD)
GABRA3	MR (XL)
GABRA5	OMIM (AD)
GABRB1	MR (AD);OMIM (AD)
GABRB2	MR (AD);OMIM (AD)
GABRB3	EPI (AD);MR (AD);OMIM (AD)
GABRG2	EPI (AD);MR (AD);OMIM (AD)
GAD1	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GAL	OMIM (AD)
GALC	BEWEGING (AR);HMSN (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GALE	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GALK1	BLIND (AR);METAB (AR);OMIM (AR);PCS (AR)
GALM	METAB (AR)
GALNS	DERM (AR);LENGTE (AR);METAB (AR);OMIM (AR);PCS (AR)
GALNT12	TUMOR (AD)
GALNT3	DERM (AR);LENGTE (AR);METAB (AR);NIER (AR);OMIM (AR);PCS (AR)
GALT	BLIND (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GAMT	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GAN	BEWEGING (AD,AR);DERM (AR);HMSN (AR);OMIM (AR);PCS (AR)
GANAB	LEVER (AD);METAB (AD);NIER (AD);OMIM (AD)
GAPDH	SINGLEGENE (unknown)
GARS1	HMSN (AD);OMIM (AD);OXPHOS (AR,AD)
GAS2L2	OMIM (AR);PCS (AR)
GAS8	CILIO (AR);OMIM (AR);PCS (AR)
GATA1	BMF (XL);HEMOS (XL);IJZER (XL);OMIM (XLR)
GATA2	BMF (AD);DERM (AD);HEMOS (AD);IMMUUN (AD);OMIM (AD);TUMOR (AD)
GATA3	DOOF (AD);NIER (AD);OMIM (AD)
GATA4	CHD (AD);DSD (AD);HART (AD);OMIM (AD)
GATA5	ANEURYSM (AD);CHD (AR,AD);HART (AD);OMIM (AD,AR)
GATA6	CHD (AD);HART (AD);OMIM (AD)
GATAD1	HART (AR);OMIM (AR)
GATAD2B	MR (AD);OMIM (AD)
GATB	HART (AR);OXPHOS (AR)
GATC	HART (AR);OXPHOS (AR)
GATM	METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR);SPIER (AR)
GBA	AKI (AR);BEWEGING (AR);BMF (AR);HEMOS (AR);LEVER (AR);METAB (AR);OMIM (AR);PARK (AD);PCS (AR)
GBA2	BEWEGING (AR);METAB (AR);OMIM (AR);PCS (AR)
GBE1	AKI (AR);HART (AR);HMSN (AR);LEVER (AR);METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
GCDH	BEWEGING (AR);METAB (AR);OMIM (AR);PCS (AR)
GCH1	BEWEGING (AD);METAB (AR/AD);MR (AD,AR);OMIM (AD,AR);PARK (AD);PCS (AR)
GCK	EPI (AD);METAB (AR);OMIM (AD,AR);PCS (AR)
GCLC	METAB (AR);OMIM (AR);PCS (AR)
GCLM	METAB (AR)
GCM2	LENGTE (AD);NIER (AD);OMIM (AD,AR)
GCNT2	BLIND (AR);OMIM (AD,AR);PCS (AR)
GCSH	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GDAP1	HMSN (AD/AR);OMIM (AD,AR);PCS (AR)
GDAP2	BEWEGING (AR);OMIM (AR)
GDF1	CHD (AR,AD);CILIO (AR);HART (AD);OMIM (AD,AR);PCS (AR)
GDF2	DERM (AD);HART (AD);HEMOS (AD);OMIM (AD)
GDF3	BLIND (AD);CFA (AD);LENGTE (AD);OMIM (AD)
GDF5	DERM (AR);LENGTE (AR,AD);OMIM (AD,AR);PCS (AR)
GDF6	BLIND (AR,AD);CFA (AD);LENGTE (AD);OMIM (AD,AR)
GDF9	OMIM (AR)
GDI1	MR (XL);OMIM (XLD)
GDNF	OMIM (AD);TUMOR (AD)
GEMIN4	OMIM (AR);PCS (AR)
GFAP	BEWEGING (AD);MR (AD);OMIM (AD)
GFER	BLIND (AR);OMIM (UK,AD,AR,XL,YL);OXPHOS (AR);PCS (AR)
GFI1	BMF (AD);IMMUUN (AD);OMIM (AD);TUMOR (AD)
GFI1B	HEMOS (AD);OMIM (AD,AR)
GFM1	LEVER (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
GFM2	MR (AR);OMIM (AR);OXPHOS (AR)
GFPT1	METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
GGCX	DERM (AD/AR);HEMOS (AR/AD);OMIM (AR);PCS (AR)
GGT1	OMIM (AR);PCS (AR)
GH1	LENGTE (AR,AD);OMIM (AD,AR);PCS (AR)
GHR	LENGTE (AR,AD);OMIM (AD,AR);PCS (AR)
GHRHR	LENGTE (AR,AD);OMIM (UK,AD,AR,XL,YL);PCS (AR)
GHSR	LENGTE (AD,AR);OMIM (AD,AR);PCS (AR)
GINS1	IMMUUN (AR);OMIM (AR);PCS (AR)
GIPC3	DOOF (AR);OMIM (AR);PCS (AR)
GJA1	BLIND (AR,AD);CFA (AD,AR);DERM (AD/AR);LENGTE (AR,AD);MR (AD);OMIM (AD,AR);PCS (AR)
GJA3	BLIND (AD);OMIM (AD)
GJA5	CHD (AD);HART (AD);OMIM (AD)
GJA8	BLIND (AD);OMIM (AD)
GJB1	HMSN (XL);MR (XLD);OMIM (XLD)
GJB2	DERM (AD/AR);DOOF (AD,AR);OMIM (AD,AR);PCS (AR)
GJB3	DERM (AD);DOOF (AD,AR);HMSN (AD/AR);OMIM (AD,AR)
GJB4	DERM (AD);OMIM (AD)
GJB6	CFA (AD);DERM (AR);DOOF (AD,AR);OMIM (AD,AR);PCS (AR)
GJC2	BEWEGING (AR);DERM (AD/AR);IMMUUN (AD);MR (AR);OMIM (AD,AR);PCS (AR)
GK	METAB (XL);MR (XL);OMIM (XLR)
GLA	DERM (XL);HART (XL);HMSN (XL);METAB (XL);NIER (XL);OMIM (XL)
GLB1	BEWEGING (AR);DERM (AR);HART (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GLDC	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GLDN	AKI (AR);OMIM (AR);PCS (AR)
GLE1	AKI (AR);OMIM (AR);PCS (AR)
GLI1	OMIM (AR)
GLI2	CFA (AD);LENGTE (AD);MR (AD);OMIM (AD)
GLI3	CFA (AD);LENGTE (AD);MR (AD);OMIM (AD)
GLIS2	CILIO (AR);NIER (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
GLIS3	LEVER (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
GLMN	DERM (AD);OMIM (AD)
GLRA1	EPI (AD,AR);METAB (AR/AD);OMIM (AD,AR);PCS (AR)
GLRB	EPI (AR);OMIM (AR);PCS (AR)
GLRX5	IJZER (AR);METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
GLS	OMIM (AD,AR)
GLUD1	EPI (AD);METAB (AR);MR (AD);OMIM (AD);OXPHOS (AD)
GLUL	METAB (AR);OMIM (AR);PCS (AR)
GLYCTK	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GM2A	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GMNN	LENGTE (AD);OMIM (AD)
GMPPA	DERM (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GMPPB	AKI (AR);HART (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
GMPR	OXPHOS (AD)
GMPS	METAB (AR)
GNA11	DERM (AD);NIER (AD);OMIM (AD)
GNA14	DERM (AD)
GNAI2	OMIM (AD)
GNAI3	CFA (AD);LENGTE (AD);OMIM (AD)
GNAL	BEWEGING (AD);OMIM (AD)
GNAO1	EPI (AD);MR (AD);OMIM (AD)
GNAQ	DERM (AD);OMIM (UK,AD,AR,XL,YL)
GNAS	DERM (AD);LENGTE (AD,SMU,IMP);MR (AD);OMIM (UK,AD,AR,XL,YL)
GNAS-AS1	OMIM (AD)
GNAT1	BLIND (AR,AD);OMIM (AD,AR)
GNAT2	BLIND (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
GNB1	MR (AD);OMIM (AD)
GNB2	HART (AD)
GNB3	BLIND (AR);OMIM (AR);PCS (AR)
GNB4	HMSN (AD);OMIM (AD)
GNB5	MR (AR);OMIM (AR);PCS (AR)
GNE	HEMOS (AR);METAB (AR);OMIM (AD,AR);PCS (AR);SPIER (AR)
GNMT	METAB (AR);OMIM (AR);PCS (AR)
GNPAT	LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GNPTAB	HART (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GNPTG	BLIND (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GNRH1	HH (AR);OMIM (AR)
GNRHR	HH (AR);OMIM (AR);PCS (AR)
GNS	LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GORAB	DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)
GOSR2	BEWEGING (AR);EPI (AR);OMIM (AR);PCS (AR)
GOT1	METAB (AR);OMIM (UK,AD,AR,XL,YL)
GOT2	METAB (AR);OXPHOS (AR)
GP1BA	BMF (AD,AR);HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)
GP1BB	BMF (AR);HEMOS (AR);OMIM (AR);PCS (AR)
GP6	HEMOS (AR);OMIM (AR);PCS (AR)
GP9	HEMOS (AR);OMIM (AR);PCS (AR)
GPAA1	MR (AR);OMIM (AR);PCS (AR)
GPC3	EPI (XL);LENGTE (XLR);MR (XL);OMIM (XLR);TUMOR (XLR)
GPC4	MR (XLR);OMIM (XLR)
GPC6	LENGTE (AR);OMIM (AR);PCS (AR)
GPD1	METAB (AR);OMIM (AR);PCS (AR)
GPD1L	HART (AD);METAB (AR);OMIM (UK,AD,AR,XL,YL)
GPHN	EPI (AR);METAB (AR);MR (AD);OMIM (AR);PCS (AR)
GPI	METAB (AR);OMIM (AR);PCS (AR)
GPIHBP1	OMIM (AR);PCS (AR)
GPNMB	DERM (AD/AR);OMIM (AR);PCS (AR)
GPR101	OMIM (XL)
GPR143	BEWEGING (XL);BLIND (XL);DERM (XL);OMIM (XL)
GPR161	LENGTE (AR);SHHM (AD);TUMOR (AD)
GPR179	BLIND (AR);OMIM (AR);PCS (AR)
GPR68	CFA (AR);OMIM (AR)
GPR88	OMIM (AR);PCS (AR)
GPRASP2	OMIM (XLR)
GPSM2	DOOF (AR);MR (AR);OMIM (AR);PCS (AR)
GPT2	METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
GPX1	METAB (AR)
GPX4	LENGTE (AR);OMIM (AR);PCS (AR)
GRAP	DOOF (AR);OMIM (AR)
GREB1L	DOOF (AD);NIER (AD);OMIM (AD)
GREM1	TUMOR (AD,AR)
GREM2	OMIM (AD)
GRHL2	BLIND (AD);BMF (AR);DERM (AD/AR);DKC (AR);DOOF (AD);IMMUUN (AR);OMIM (AD,AR);TUMOR (AR)
GRHL3	CFA (AD);DERM (AD);OMIM (AD)
GRHPR	METAB (AR);NIER (AR);OMIM (AR);PCS (AR)
GRIA3	EPI (XL);MR (XL);OMIM (XLR)
GRIA4	MR (AD);OMIM (AD)
GRID2	BEWEGING (AD,AR);MR (AR);OMIM (AR);PCS (AR)
GRIK2	MR (AR);OMIM (AR);PCS (AR)
GRIN1	BEWEGING (AD);EPI (AD);MR (AD);OMIM (AD,AR);PCS (AR);SPIER (AD,AR)
GRIN2A	EPI (AD);MR (AD);OMIM (AD)
GRIN2B	BEWEGING (AD);EPI (AD);MR (AD);OMIM (AD)
GRIN2D	EPI (AD);MR (AD);OMIM (AD)
GRIP1	DSD (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
GRK1	BLIND (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
GRM1	BEWEGING (AR);MR (AR);OMIM (AD,AR);PCS (AR)
GRM6	BLIND (AR);OMIM (AR);PCS (AR)
GRN	EPI (AR);MR (AD);OMIM (AD,AR);PARK (AD);PCS (AR)
GRXCR1	DOOF (AR);OMIM (AR);PCS (AR)
GRXCR2	DOOF (AR);OMIM (AR);PCS (AR)
GSC	CFA (AR);LENGTE (AR);OMIM (AR);PCS (AR)
GSDME	DOOF (AD);OMIM (AD)
GSE1	MR (AD)
GSN	BLIND (AD);DERM (AD);NIER (AD);OMIM (AD)
GSS	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GSX2	OMIM (AR)
GTF2E2	DERM (AR);OMIM (AR);PCS (AR)
GTF2H5	DERM (AR);IMMUUN (AR);MR (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
GTPBP2	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
GTPBP3	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
GUCA1A	BLIND (AD);OMIM (AD)
GUCA1B	BLIND (AD);OMIM (UK,AD,AR,XL,YL)
GUCY1A1	OMIM (AR);PCS (AR)
GUCY2C	OMIM (AD,AR);PCS (AR)
GUCY2D	BLIND (AR,AD);OMIM (AD,AR);PCS (AR)
GUF1	OMIM (AR);PCS (AR)
GULOP	OMIM (UK,AD,AR,XL,YL)
GUSB	LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
GYG1	METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
GYS1	METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
GYS2	METAB (AR);OMIM (AR);PCS (AR)
GZF1	LENGTE (AR);OMIM (AR);PCS (AR)
H1-4	MR (AD);OMIM (AD)
H19	OMIM (UK,AD,AR,XL,YL)
H4C3	MR (AD)
H6PD	METAB (AR);OMIM (AR);PCS (AR)
HAAO	LENGTE (AR);OMIM (AR);PCS (AR)
HABP2	HEMOS (AR/AD);TUMOR (AD)
HACE1	BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)
HADH	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
HADHA	HART (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
HADHB	HART (AR);HMSN (AR);METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
HAGH	METAB (AR)
HAMP	IJZER (AR);LEVER (AR);OMIM (AR);PCS (AR)
HAND1	CHD (AD);HART (AD)
HAND2	CHD (AD);HART (AD)
